PS:PAN ratio;Feed rate(mL/h);Distance(cm);Mass fraction of solute;Mass fraction of SiO2 in solute ;Applied voltage(kV);Inner diameter(mm);wca;q;sigma
0.830514787537122;0.6625985313178316;0.6425322803921371;0.7982215501525411;0.032686693049547945;0.8999650661508292;0.8341526216859735;143.29453740309017;62.713701941188674;3.574790031739685
0.9141892418690759;0.4018949325268827;0.6269218444961824;0.7992616577246998;0.15542659800428923;0.8161654071398534;0.888969696794339;133.6847389102737;34.07871848904446;4.948781707162983
0.8799242118722548;0.35998465221506837;0.6091698789213624;0.7580075986248366;0.3772030564401826;0.5753611308211579;0.5125907285312619;140.52832388271366;55.61750947908027;3.5422198122553716
0.7349946085468628;0.45967710161781017;0.8194188496544987;0.7691694815894832;0.9828815875120797;0.6594535664760984;0.6548571634395663;149.17568711979845;24.67541936661698;1.8818173212168485
0.8948894224097825;0.555866633531827;0.7632721188004843;0.9473408259361711;0.5732955568490506;0.9509383515607899;0.5638713672791724;155.86533987822096;81.88675169744204;-2.281818226547898
0.9025093743489987;0.8059710282347863;0.8662894430453982;0.6885149732851543;0.3109767326479747;0.6992618923196331;0.9083643857338519;164.58704844063428;3.4671535080990736;-1.8577419566676596
0.90683979329055;0.3807321081425238;0.7588713269854828;0.9156412001161826;0.8994232351010513;0.8369729135338442;0.508454857010523;158.1455763852135;72.88979550880484;1.4179806979115774
0.9002907797547275;0.4513376983279842;0.6936973421327195;0.8725717295194835;0.95760997811871;0.8042115197600475;0.44804466864792736;153.5805971098979;78.12427659317055;1.212584669235362
0.9583278062900482;0.8297657293538829;0.9067929640687722;0.7239932933375839;0.6523041073946456;0.6240677065452639;0.8444030208120074;158.50593119246724;-49.41026476034597;-5.209505768998326
0.9590009868331257;0.4567526947328666;0.8417241593378306;0.7518634589099927;0.5450316683682772;0.8992068310506733;0.4273082842103755;163.81750798429653;80.45057805806653;2.362909911546083
0.4389064171287837;0.9087738095220885;0.6735402234753314;0.9249126809363619;0.3165719224217326;0.8329528977267453;0.33995436074849306;167.40262804171428;103.95976624850982;-5.228192276407295
0.7451480175026037;0.7135501790933183;0.8285807233550482;0.8180090706889511;0.9394026999343013;0.9588337440629107;0.6897340281736398;123.5490371055002;86.42843064674344;-6.564624253746874
0.9670811650820625;0.7271158562598263;0.5770978439564074;0.848865999468452;0.19148538878343968;0.6133583896029111;0.8738514709942151;140.9493252306875;-11.439524416908455;3.7197722069630483
0.5339545756528798;0.5437710416615711;0.9803425867709277;0.9994128114046652;0.5163254948045062;0.9342228672798178;0.95986824103023;112.01764431856063;102.59271901689769;-5.184400961209949
0.5523291197409429;0.6318994071331263;0.8074810123049467;0.9887162950879109;0.5189716759399944;0.7262955583885766;0.396162112059657;162.77235744006632;76.4124834708557;0.08882688081012802
0.6272208563800609;0.6854236767634712;0.7904796160516712;0.959182200768689;0.4999945388262096;0.943913653636105;0.35856061203868794;168.37375655953318;131.0759306858926;-3.8112336704956604
0.5829531807446624;0.9799656516306559;0.5857441352327629;0.6985749307715708;0.38534406336277116;0.8700270319616412;0.906390014237944;164.37615723510027;39.99295104192237;-5.851790422428344
0.4472922930331703;0.3688639113360989;0.8267044398784398;0.7588450142544011;0.833540091987208;0.716868538966561;0.4986564254725076;159.95637455206392;125.2539913227749;1.7426319096998952
0.44677942949628563;0.903767277091256;0.5183770070751517;0.9398882755952779;0.6346724645210289;0.6113430311210066;0.7309503873392631;147.13576517906915;2.0125190158041164;-5.499847413091087
0.6093746619156815;0.9171429659322585;0.5078133953071328;0.7190800655869446;0.5795099726545002;0.8612562610963896;0.5059054355096395;155.05924766736914;80.19814898020456;-6.233656532261747
0.5739244372006405;0.6132395792158807;0.8024362556702536;0.8107413284213498;0.38288759676123213;0.9184053756684376;0.5756782462690668;160.76744216567351;112.95219407783458;-3.4199637896856707
0.732107876281999;0.6499746902441874;0.8206561819270602;0.757261577457801;0.7569065260159492;0.9757972287551926;0.47809234208512613;151.5902339829492;129.729351494962;-3.0276351493103206
0.9458634600429121;0.97318050178984;0.5501117437869439;0.9175920678463335;0.6921857753724112;0.7328126026256678;0.34199503966313927;124.92958661312183;21.45758993226073;-0.30543309409392805
0.44237372701266925;0.4582652831277693;0.9960132395064931;0.9645957586511003;0.6229951909520338;0.8081081602426995;0.35964531725709514;154.67062414200612;104.06856442632747;4.72078959317308
0.7831041058291985;0.3554824334971053;0.5842069454895629;0.9045369430579964;0.883821410933683;0.9541326810752238;0.4111638894620092;170.16429277433255;188.72793131488697;-5.831261643840392
0.8556848729849581;0.6895711752694105;0.5093346305113614;0.7886237393187461;0.8486051847018697;0.7029646352164578;0.9354205099974108;131.9180282899549;-92.03687446700846;-3.70208822325497
0.9764662257048459;0.4252971275794504;0.847505913717127;0.6926374174013534;0.6558617645046869;0.8678477671715454;0.6254510542301821;159.75159918162004;45.90476281787639;1.2669794389177973
0.6886926109850611;0.6692049928829358;0.6074685838352146;0.78501839883521;0.9983410930181924;0.6872496368183354;0.7182831742558831;132.60573061526418;-6.275362348336074;-3.7636555893904475
0.5427673184259754;0.8446454478574431;0.9469847724810081;0.8156126577843275;0.8286707029518924;0.8818144843934287;0.7321522040177004;111.72049439611108;67.09610376953648;-6.352038341789411
